481.000000,360.000000,0
481.000000,660.000000,C0
657.335576,602.705098,C1
766.316955,452.705098,C2
766.316955,267.294902,C3
657.335576,117.294902,C4
481.000000,60.000000,C5
304.664424,117.294902,C6
195.683045,267.294902,C7
195.683045,452.705098,C8
304.664424,602.705098,C9
831.000000,360.000000,1
88.000000,-46.000000,
0.000000,0.000000,3
0.000000,0.000000,
